esn,country,localizedDeviceDescription,deviceDescription,ip,regionCodeDisplayName,ts
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.12,Unknown,2020-05-25 18:16:58.271
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.12,Unknown,2020-05-25 12:01:27.760
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.88,Unknown,2020-05-25 11:24:44.607
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.206,Unknown,2020-05-24 17:56:01.825
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.206,Unknown,2020-05-23 15:53:04.895
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.63,Unknown,2020-05-22 19:22:55.078
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.63,Unknown,2020-05-22 17:32:26.711
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.63,Unknown,2020-05-21 14:13:31.630
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.162.62,Unknown,2020-05-20 13:18:17.827
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.62,Unknown,2020-05-20 07:11:32.097
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.180.166,Unknown,2020-05-19 20:21:57.131
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.166,Unknown,2020-05-19 19:31:42.136
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.3,Unknown,2020-05-19 11:54:13.173
NFCDCH-LX-GD7C7V6WW3J6N70HGJP8YHF6VKEH8W,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,185.122.168.250,North Holland,2020-05-19 09:55:46.814
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.3,Unknown,2020-05-18 15:38:47.731
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.130,Unknown,2020-05-16 17:32:30.975
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.180.166,Unknown,2020-05-15 19:59:23.003
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,217.23.2.31,South Holland,2020-05-15 19:53:57.450
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.130,Unknown,2020-05-15 16:10:04.674
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.83,Unknown,2020-05-14 15:28:57.610
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.83,Unknown,2020-05-14 15:19:42.690
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.76,Unknown,2020-05-14 13:23:44.788
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.76,Unknown,2020-05-13 15:07:29.519
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.180.166,Unknown,2020-05-09 19:00:28.880
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.76,Unknown,2020-05-08 16:09:19.532
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.180.166,Unknown,2020-05-06 19:09:34.296
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.76,Unknown,2020-05-06 18:15:13.186
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.120,Unknown,2020-05-05 14:27:06.186
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.120,Unknown,2020-05-05 13:09:33.179
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.180.166,Unknown,2020-05-01 19:34:22.796
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.120,Unknown,2020-05-01 12:01:53.760
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.120,Unknown,2020-04-30 18:51:14.066
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.188,Unknown,2020-04-30 12:22:27.753
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.188,Unknown,2020-04-29 19:55:50.143
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.188,Unknown,2020-04-29 12:02:32.837
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,77.73.227.53,Limburg,2020-04-28 22:20:15.238
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.180.166,Unknown,2020-04-28 20:49:13.824
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.180.166,Unknown,2020-04-28 20:45:21.201
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,82.169.93.6,South Holland,2020-04-28 20:44:54.040
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.161,Unknown,2020-04-28 20:35:10.239
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.180.166,Unknown,2020-04-27 15:07:28.876
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,24.132.57.104,North Holland,2020-04-27 15:06:43.995
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2a02:a453:5b0b:1:44ed:aba8:9b9f:fa2b,Zeeland,2020-04-27 15:06:29.143
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,83.85.85.251,South Holland,2020-04-27 15:06:18.271
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,83.87.66.204,Utrecht,2020-04-27 15:04:25.102
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,62.194.158.103,North Brabant,2020-04-27 14:44:28.096
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,80.82.67.150,South Holland,2020-04-27 14:44:18.512
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,82.217.248.85,Overijssel,2020-04-27 14:41:35.778
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.199,Unknown,2020-04-27 14:41:02.791
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,87.209.86.94,North Brabant,2020-04-27 14:40:37.867
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2001:1c03:510d:e900:1026:7d81:e4ee:ce7,North Holland,2020-04-27 14:40:27.708
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,217.103.158.80,Gelderland,2020-04-27 14:40:20.727
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2001:1c03:510d:e900:1026:7d81:e4ee:ce7,North Holland,2020-04-27 14:39:44.955
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,212.83.87.158,South Holland,2020-04-27 14:37:08.254
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,83.87.128.144,Utrecht,2020-04-27 06:27:02.500
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,86.81.125.205,Gelderland,2020-04-27 06:08:00.922
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,85.146.155.162,South Holland,2020-04-27 06:07:32.104
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,62.194.212.209,South Holland,2020-04-27 06:06:15.851
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2a02:a452:1b23:1:380a:ca8d:90da:49ae,Gelderland,2020-04-27 06:05:46.932
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.232,Unknown,2020-04-26 11:19:11.596
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,NL,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,213.127.94.33,North Holland,2020-04-26 08:52:29.434
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.180.166,Unknown,2020-04-25 18:17:08.223
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.166,Unknown,2020-04-25 15:53:38.922
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.186.117,Unknown,2020-04-25 09:33:16.141
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.186.117,Unknown,2020-04-22 19:41:51.813
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.155,Unknown,2020-04-21 12:51:50.847
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.233,Unknown,2020-04-20 20:09:21.020
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.233,Unknown,2020-04-20 20:07:11.866
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.15,Unknown,2020-04-20 18:36:56.062
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.186.117,Unknown,2020-04-19 20:05:29.001
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.186.117,Unknown,2020-04-19 09:57:46.262
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.148.141,Unknown,2020-04-19 08:18:32.279
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.148.141,Unknown,2020-04-18 15:21:09.015
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.244,Unknown,2020-04-17 16:28:56.497
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.149,Unknown,2020-04-15 17:00:27.554
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.171,Unknown,2020-04-13 15:12:06.138
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),206.251.194.134,Florida,2020-04-08 23:42:37.829
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),206.251.194.25,Florida,2020-04-08 23:01:32.769
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),206.251.194.125,Florida,2020-04-08 22:57:42.809
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),199.188.95.233,California,2020-04-08 10:34:58.622
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),199.188.95.14,California,2020-04-08 10:34:48.407
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),24.27.40.213,Texas,2020-04-08 01:10:21.796
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),199.188.94.28,Colorado,2020-04-07 00:24:13.062
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),47.182.178.24,Texas,2020-04-06 00:24:55.182
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,US,Chrome PC (Cadmium),Chrome PC (Cadmium),47.145.3.5,California,2020-04-05 23:38:37.573
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.171,Unknown,2020-04-05 14:00:11.121
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.81,Unknown,2020-04-04 12:00:04.096
NFCDCH-01-G8HNAH2LUAWAK6RRPL3V2R6A3EC8ME,NL,Chrome OS (Cadmium),Chrome OS (Cadmium),2a02:a455:ddfe:1:94a:d76d:fa8d:6d46,North Holland,2020-04-04 09:39:29.222
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.162,Unknown,2020-04-03 19:25:39.106
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.148.141,Unknown,2020-04-03 12:23:45.809
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.148.141,Unknown,2020-04-03 09:07:16.324
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.188.104,Unknown,2020-04-02 20:44:37.144
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.188.104,Unknown,2020-04-02 17:52:00.894
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.188.104,Unknown,2020-04-01 19:18:09.203
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.162,Unknown,2020-04-01 11:51:18.802
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.188.104,Unknown,2020-04-01 09:10:03.637
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.158.25,Unknown,2020-03-31 20:08:14.325
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.158.25,Unknown,2020-03-31 19:50:26.774
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.82,Unknown,2020-03-31 15:26:07.004
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,86.83.62.58,Limburg,2020-03-31 09:50:45.480
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.158.25,Unknown,2020-03-31 07:05:54.729
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.164.33,Unknown,2020-03-30 20:15:08.056
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.82,Unknown,2020-03-30 19:01:55.334
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.164.33,Unknown,2020-03-30 14:36:11.221
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,163.158.218.172,South Holland,2020-03-26 05:33:04.726
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.237,Unknown,2020-03-25 15:54:23.167
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.120,Unknown,2020-03-24 18:44:54.287
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.242,Unknown,2020-03-23 20:41:02.513
NFCDCH-02-F05D3L2EQM07Y02LWMFW2VEE3HR4UG,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.242,Unknown,2020-03-23 14:53:47.681
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.242,Unknown,2020-03-23 14:35:20.338
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.164.33,Unknown,2020-03-23 08:28:04.283
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.166,Unknown,2020-03-22 17:02:18.389
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.139,Unknown,2020-03-22 08:11:48.180
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.225,Unknown,2020-03-21 09:33:08.992
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.44,Unknown,2020-03-20 17:00:18.156
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.88,Unknown,2020-03-19 08:58:12.790
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.88,Unknown,2020-03-18 19:09:19.946
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.145,Unknown,2020-03-18 18:05:37.053
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.27,Unknown,2020-03-18 13:02:48.550
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.164.33,Unknown,2020-03-18 06:31:14.439
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.156,Unknown,2020-03-17 16:56:29.044
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.126,Unknown,2020-03-17 14:47:20.663
NFANDROID1-PRV-P-L3-HUAWEMAR-LX1M-4445-092E9BAE771B193B81E8C7DDC4E2089360B50A4D46C34782C82716787905C6869,ZA,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,165.73.58.87,Unknown,2020-03-16 16:14:41.682
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.188,Unknown,2020-03-15 10:43:20.474
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,102.132.164.33,Unknown,2020-03-11 20:10:20.922
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,DE,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,217.61.111.22,Hesse,2020-03-11 13:18:47.863
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,DE,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,217.61.111.201,Hesse,2020-03-11 10:26:23.693
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,102.132.164.33,Unknown,2020-03-11 09:26:30.659
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,DE,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,217.61.111.44,Hesse,2020-03-10 19:07:31.713
NFCDCH-LX-FNDW8Y276U3JL96F593DGVTGCE67HL,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.164.33,Unknown,2020-03-10 19:06:19.480
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.93,Unknown,2020-03-09 09:28:42.033
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.93,Unknown,2020-03-08 10:22:23.751
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.120,Unknown,2020-03-07 19:05:43.640
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.120,Unknown,2020-03-07 13:01:01.638
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.244,Unknown,2020-03-06 19:22:38.919
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.244,Unknown,2020-03-06 10:38:08.094
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.53,Unknown,2020-03-05 18:31:47.637
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.170,Unknown,2020-03-03 16:21:24.688
