Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Tania,2019-09-03 13:52:58,00:00:40,Autoplayed: user action: None; ,Rough Night_hook_primary_16x9,HOOK,Sony PS4,00:00:40,Not latest view,ZA (South Africa)
Tania,2019-09-03 13:52:44,00:00:10,Autoplayed: user action: None; ,The Client List: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:10,Not latest view,ZA (South Africa)
Christy,2019-09-03 13:28:21,00:41:08,,Jane The Virgin: Season 3: Chapter Forty-Six (Episode 2),,Chrome PC (Cadmium),00:42:06,00:42:06,ZA (South Africa)
Tania,2019-09-03 12:29:26,00:40:21,Autoplayed: user action: None; ,The Client List: Season 1: Ring True (Episode 4),,Sony PS4,00:41:20,00:41:20,ZA (South Africa)
Tania,2019-09-03 11:48:44,00:40:41,Autoplayed: user action: None; ,The Client List: Season 1: Tough Love (Episode 3),,Sony PS4,00:41:40,00:41:40,ZA (South Africa)
Tania,2019-09-03 11:30:46,00:17:55,Autoplayed: user action: Unspecified; ,The Client List: Season 1: Turn the Page (Episode 2),,Sony PS4,00:40:20,00:40:20,ZA (South Africa)
Tania,2019-09-02 19:46:50,00:21:00,Autoplayed: user action: None; ,The Client List: Season 1: Turn the Page (Episode 2),,Sony PS4,00:22:26,Not latest view,ZA (South Africa)
Tania,2019-09-02 19:04:19,00:42:11,Autoplayed: user action: Unspecified; ,The Client List: Season 1: The Rub of Sugar Land (Episode 1),,Sony PS4,00:42:11,00:42:11,ZA (South Africa)
Tania,2019-09-02 19:04:02,00:00:16,Autoplayed: user action: None; ,The Client List: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:16,Not latest view,ZA (South Africa)
Tania,2019-09-02 19:03:02,00:00:36,Autoplayed: user action: None; ,The Client List: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:36,Not latest view,ZA (South Africa)
Tania,2019-09-02 19:02:34,00:00:05,Autoplayed: user action: None; ,American Crime Story: The Assassination of Gianni Versace_hook_primary_16x9,HOOK,Sony PS4,00:00:05,00:00:05,ZA (South Africa)
Tania,2019-09-02 19:01:55,00:00:05,Autoplayed: user action: None; ,The Wolf of Wall Street_hook_primary_16x9,HOOK,Sony PS4,00:00:05,Not latest view,ZA (South Africa)
Christy,2019-09-02 18:58:41,00:01:00,Autoplayed: user action: None; ,Jane The Virgin: Season 3: Chapter Forty-Six (Episode 2),,Chrome PC (Cadmium),00:01:00,Not latest view,ZA (South Africa)
Manuel,2019-09-02 18:46:21,00:13:54,Autoplayed: user action: Unspecified; ,Grimm: Season 2: Bad Teeth (Episode 1),,Sony PS4,00:14:19,Not latest view,ZA (South Africa)
Manuel,2019-09-02 18:31:09,00:15:08,Autoplayed: user action: Unspecified; ,Grimm: Season 1: Woman in Black (Episode 22),,Sony PS4,00:42:47,00:42:47,ZA (South Africa)
Christy,2019-09-02 18:17:11,00:41:29,Autoplayed: user action: None; ,Jane The Virgin: Season 3: Chapter Forty-Five (Episode 1),,Chrome PC (Cadmium),00:41:29,00:41:29,ZA (South Africa)
Christy,2019-09-02 17:27:20,00:43:02,Autoplayed: user action: Unspecified; ,Jane The Virgin: Season 2: Chapter Forty-Four (Episode 22),,Chrome PC (Cadmium),00:43:02,00:43:02,ZA (South Africa)
Christy,2019-09-02 16:58:33,00:28:44,,Jane The Virgin: Season 2: Chapter Forty-Three (Episode 21),,Chrome PC (Cadmium),00:41:53,00:41:53,ZA (South Africa)
Tania,2019-09-02 16:16:51,00:39:49,,Step Sisters,,Sony PS4,01:41:45,01:41:45,ZA (South Africa)
Manuel,2019-09-02 16:16:43,00:27:45,,Grimm: Season 1: Woman in Black (Episode 22),,Hisense MTK5657 on UHD platform Smart TV,00:27:45,Not latest view,ZA (South Africa)
Christy,2019-09-02 15:54:09,00:13:10,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Forty-Three (Episode 21),,Chrome PC (Cadmium),00:13:10,Not latest view,ZA (South Africa)
Christy,2019-09-02 15:12:06,00:42:02,,Jane The Virgin: Season 2: Chapter Forty-Two (Episode 20),,Chrome PC (Cadmium),00:42:02,00:42:02,ZA (South Africa)
Tania,2019-09-02 14:11:56,01:01:57,Autoplayed: user action: Unspecified; ,Step Sisters,,Sony PS4,01:01:57,Not latest view,ZA (South Africa)
Tania,2019-09-02 12:17:33,01:47:45,,Think Like a Man,,Sony PS4,01:58:03,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:15:27,00:10:18,Autoplayed: user action: Unspecified; ,Think Like a Man,,Sony PS4,00:10:18,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:15:15,00:00:07,Autoplayed: user action: None; ,Mechanic: Resurrection_hook_primary_16x9,HOOK,Sony PS4,00:00:07,00:00:07,ZA (South Africa)
Tania,2019-09-02 10:15:02,00:00:09,Autoplayed: user action: None; ,London Has Fallen_hook_primary_16x9,HOOK,Sony PS4,00:00:09,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:14:42,00:00:15,Autoplayed: user action: None; ,Roxanne Roxanne (Trailer),TRAILER,Sony PS4,00:00:15,00:00:15,ZA (South Africa)
Tania,2019-09-02 10:13:16,00:00:06,Autoplayed: user action: None; ,Mean Girls 2_hook_primary_16x9,HOOK,Sony PS4,00:00:06,00:00:06,ZA (South Africa)
Tania,2019-09-02 10:12:03,00:00:58,Autoplayed: user action: None; ,The Last Summer (Trailer),TRAILER,Sony PS4,00:00:58,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:11:53,00:00:05,Autoplayed: user action: None; ,Fifty Shades Darker_hook_primary_16x9,HOOK,Sony PS4,00:00:05,00:00:05,ZA (South Africa)
Tania,2019-09-02 10:11:34,00:00:14,Autoplayed: user action: None; ,The Lucky One_hook_primary_16x9,HOOK,Sony PS4,00:00:14,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:10:46,00:00:30,Autoplayed: user action: None; ,Fanatic_hook_03_16x9,HOOK,Sony PS4,00:00:30,00:00:30,ZA (South Africa)
Tania,2019-09-02 10:10:17,00:00:11,Autoplayed: user action: None; ,The Client List: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:11,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:09:55,00:00:12,Autoplayed: user action: None; ,London Has Fallen_hook_primary_16x9,HOOK,Sony PS4,00:00:12,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:08:55,00:00:24,Autoplayed: user action: None; ,Pirates of the Caribbean: Dead Men Tell No Tales_hook_primary_16x9,HOOK,Sony PS4,00:00:24,00:00:24,ZA (South Africa)
Tania,2019-09-02 10:08:20,00:00:16,Autoplayed: user action: None; ,Mechanic: Resurrection_hook_primary_16x9,HOOK,Sony PS4,00:00:16,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:07:39,00:00:08,Autoplayed: user action: None; ,Pose (Trailer),TRAILER,Sony PS4,00:00:08,00:00:08,ZA (South Africa)
Tania,2019-09-02 10:06:56,00:00:08,Autoplayed: user action: None; ,Sex Education: Season 1 (Bumper 3: Jean),BUMPER,Sony PS4,00:00:08,00:00:08,ZA (South Africa)
Tania,2019-09-02 10:06:22,00:00:06,Autoplayed: user action: None; ,Rough Night_hook_primary_16x9,HOOK,Sony PS4,00:00:06,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:05:46,00:00:28,Autoplayed: user action: None; ,A Thousand Words_hook_primary_16x9,HOOK,Sony PS4,00:00:28,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:05:31,00:00:07,Autoplayed: user action: None; ,Vis a vis: Season 2 (Trailer),TRAILER,Sony PS4,00:00:07,00:00:07,ZA (South Africa)
Tania,2019-09-02 10:04:32,00:00:33,Autoplayed: user action: None; ,Good Witch: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:33,Not latest view,ZA (South Africa)
Tania,2019-09-02 10:04:15,00:00:06,Autoplayed: user action: None; ,Chesapeake Shores: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:06,00:00:06,ZA (South Africa)
Tania,2019-09-02 10:04:04,00:00:09,Autoplayed: user action: None; ,Styling Hollywood: Season 1 (Trailer),TRAILER,Sony PS4,00:00:09,Not latest view,ZA (South Africa)
Tania,2019-09-02 08:28:21,00:01:22,Autoplayed: user action: None; ,Workin' Moms: Season 3 (Trailer),TRAILER,Sony PS4,00:01:22,00:01:22,ZA (South Africa)
Tania,2019-09-02 06:01:23,01:48:13,Autoplayed: user action: Unspecified; ,The Dilemma,,Sony PS4,01:48:13,01:48:13,ZA (South Africa)
Tania,2019-09-02 05:56:49,00:01:07,Autoplayed: user action: None; ,Styling Hollywood: Season 1 (Trailer),TRAILER,Sony PS4,00:01:07,Not latest view,ZA (South Africa)
Tania,2019-09-02 05:03:14,00:53:31,Autoplayed: user action: Unspecified; ,Almost Christmas,,Sony PS4,01:47:18,01:47:18,ZA (South Africa)
Tania,2019-09-01 19:24:56,00:53:49,Autoplayed: user action: Unspecified; ,Almost Christmas,,Sony PS4,00:53:49,Not latest view,ZA (South Africa)
Tania,2019-09-01 19:24:09,00:00:06,Autoplayed: user action: None; ,Rough Night_hook_primary_16x9,HOOK,Sony PS4,00:00:06,Not latest view,ZA (South Africa)
Tania,2019-09-01 19:23:28,00:00:18,Autoplayed: user action: None; ,Designated Survivor (Trailer),TRAILER,Sony PS4,00:00:18,00:00:18,ZA (South Africa)
Tania,2019-09-01 19:22:53,00:00:04,Autoplayed: user action: None; ,The Dark Crystal: Age of Resistance: Season 1 (Trailer),TRAILER,Sony PS4,00:00:04,00:00:04,ZA (South Africa)
Tania,2019-09-01 19:22:36,00:00:12,Autoplayed: user action: None; ,The A List (Trailer),TRAILER,Sony PS4,00:00:12,00:00:12,ZA (South Africa)
Tania,2019-09-01 19:22:24,00:00:10,Autoplayed: user action: None; ,Styling Hollywood: Season 1 (Trailer),TRAILER,Sony PS4,00:00:10,Not latest view,ZA (South Africa)
Antonio,2019-09-01 17:21:30,01:38:48,,Falling Inn Love,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,01:33:55,01:33:55,ZA (South Africa)
Antonio,2019-09-01 17:20:48,00:00:37,Autoplayed: user action: None; ,Falling Inn Love (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:37,00:00:37,ZA (South Africa)
Manuel,2019-09-01 08:26:16,00:17:22,Autoplayed: user action: None; ,Rust Valley Restorers: Season 1: All in the Family (Episode 2),,Sony PS4,00:18:14,00:18:14,ZA (South Africa)
Manuel,2019-09-01 07:43:44,00:42:29,Autoplayed: user action: Unspecified; ,Rust Valley Restorers: Season 1: Go Big Or Go Home (Episode 1),,Sony PS4,00:42:29,00:42:29,ZA (South Africa)
Manuel,2019-09-01 06:59:01,00:42:09,,Power Rangers Samurai: Clash of the Red Rangers,,Hisense MTK5657 on UHD platform Smart TV,00:45:32,00:45:32,ZA (South Africa)
Tania,2019-09-01 05:58:56,00:01:07,Autoplayed: user action: None; ,Styling Hollywood: Season 1 (Trailer),TRAILER,Sony PS4,00:01:07,Not latest view,ZA (South Africa)
Tania,2019-09-01 04:33:45,01:25:09,,Travis Scott: Look Mom I Can Fly,,Sony PS4,01:25:09,01:25:09,ZA (South Africa)
Tania,2019-09-01 04:33:31,00:00:08,Autoplayed: user action: None; ,Rough Night_hook_primary_16x9,HOOK,Sony PS4,00:00:08,Not latest view,ZA (South Africa)
Tania,2019-09-01 04:33:07,00:00:15,Autoplayed: user action: None; ,You Me Her (Trailer),TRAILER,Sony PS4,00:00:15,00:00:15,ZA (South Africa)
Tania,2019-09-01 04:32:45,00:00:05,Autoplayed: user action: None; ,When They See Us: Limited Series (Trailer),TRAILER,Sony PS4,00:00:05,00:00:05,ZA (South Africa)
Tania,2019-09-01 04:31:44,00:00:39,Autoplayed: user action: None; ,Million Pound Menu: Season 2 (Trailer),TRAILER,Sony PS4,00:00:39,Not latest view,ZA (South Africa)
Tania,2019-09-01 04:30:12,00:01:07,Autoplayed: user action: None; ,Styling Hollywood: Season 1 (Trailer),TRAILER,Sony PS4,00:01:07,Not latest view,ZA (South Africa)
Tania,2019-09-01 04:28:01,00:02:04,Autoplayed: user action: None; ,Travis Scott: Look Mom I Can Fly (Trailer),TRAILER,Sony PS4,00:02:04,00:02:04,ZA (South Africa)
Christy,2019-08-31 17:52:35,00:00:32,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Forty-Two (Episode 20),,Chrome PC (Cadmium),00:00:32,Not latest view,ZA (South Africa)
Christy,2019-08-31 17:10:38,00:41:55,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Forty-One (Episode 19),,Chrome PC (Cadmium),00:41:55,00:41:55,ZA (South Africa)
Christy,2019-08-31 15:54:16,00:41:59,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Forty (Episode 18),,Chrome PC (Cadmium),00:41:59,00:41:59,ZA (South Africa)
Christy,2019-08-31 15:10:36,00:41:19,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Nine (Episode 17),,Chrome PC (Cadmium),00:41:19,00:41:19,ZA (South Africa)
Christy,2019-08-31 14:28:32,00:42:02,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Eight (Episode 16),,Chrome PC (Cadmium),00:42:02,00:42:02,ZA (South Africa)
Christy,2019-08-31 13:47:09,00:41:21,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Seven (Episode 15),,Chrome PC (Cadmium),00:41:21,00:41:21,ZA (South Africa)
Christy,2019-08-31 13:23:24,00:23:44,,Jane The Virgin: Season 2: Chapter Thirty-Six (Episode 14),,Chrome PC (Cadmium),00:42:01,00:42:01,ZA (South Africa)
Christy,2019-08-31 13:16:55,00:02:05,Autoplayed: user action: None; ,13 Reasons Why: Season 3 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,ZA (South Africa)
Christy,2019-08-31 12:53:28,00:18:17,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Six (Episode 14),,Chrome PC (Cadmium),00:18:17,Not latest view,ZA (South Africa)
Christy,2019-08-31 11:54:24,00:37:09,,Jane The Virgin: Season 2: Chapter Thirty-Five (Episode 13),,Chrome PC (Cadmium),00:42:09,00:42:09,ZA (South Africa)
Christy,2019-08-31 11:13:00,00:05:01,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Five (Episode 13),,Chrome PC (Cadmium),00:05:01,Not latest view,ZA (South Africa)
Christy,2019-08-31 11:06:02,00:06:23,,Jane The Virgin: Season 2: Chapter Thirty-Four (Episode 12),,Chrome PC (Cadmium),00:41:19,00:41:19,ZA (South Africa)
Tania,2019-08-29 19:43:49,00:00:10,Autoplayed: user action: None; ,Arrow: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:10,00:00:10,ZA (South Africa)
Tania,2019-08-29 19:43:13,00:00:10,Autoplayed: user action: None; ,Def Comedy Jam 25 (Trailer),TRAILER,Sony PS4,00:00:10,00:00:10,ZA (South Africa)
Tania,2019-08-29 19:42:15,00:00:13,Autoplayed: user action: None; ,La Reina del Sur: Season 2 (Trailer),TRAILER,Sony PS4,00:00:13,00:00:13,ZA (South Africa)
Tania,2019-08-29 19:41:21,00:00:35,Autoplayed: user action: None; ,Tiffany Haddish Presents: They Ready (Trailer),TRAILER,Sony PS4,00:00:35,00:00:35,ZA (South Africa)
Tania,2019-08-29 19:41:06,00:00:05,Autoplayed: user action: None; ,A Thousand Words_hook_primary_16x9,HOOK,Sony PS4,00:00:05,Not latest view,ZA (South Africa)
Tania,2019-08-29 19:40:37,00:00:18,Autoplayed: user action: None; ,Fanatic_hook_05_16x9,HOOK,Sony PS4,00:00:18,00:00:18,ZA (South Africa)
Tania,2019-08-29 18:14:00,01:25:55,Autoplayed: user action: Unspecified; ,Last Holiday,,Sony PS4,01:46:48,Not latest view,ZA (South Africa)
Tania,2019-08-29 17:32:29,00:20:55,,Last Holiday,,Hisense MTK5657 on UHD platform Smart TV,00:20:55,Not latest view,ZA (South Africa)
Tania,2019-08-29 15:45:17,00:00:44,Autoplayed: user action: None; ,13 Reasons Why: Beyond the Reasons: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:44,00:00:44,ZA (South Africa)
Tania,2019-08-29 15:30:15,00:02:11,Autoplayed: user action: None; ,Falling Inn Love (Trailer),TRAILER,Sony PS4,00:02:11,00:02:11,ZA (South Africa)
Christy,2019-08-29 14:18:10,00:36:01,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Four (Episode 12),,Chrome PC (Cadmium),00:36:01,Not latest view,ZA (South Africa)
Tania,2019-08-29 13:55:30,01:34:41,,Falling Inn Love,,Sony PS4,01:34:41,01:34:41,ZA (South Africa)
Tania,2019-08-29 13:55:18,00:00:05,Autoplayed: user action: None; ,Falling Inn Love (Trailer),TRAILER,Sony PS4,00:00:05,Not latest view,ZA (South Africa)
Christy,2019-08-29 13:36:07,00:42:02,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Three (Episode 11),,Chrome PC (Cadmium),00:42:02,00:42:02,ZA (South Africa)
Christy,2019-08-29 12:54:06,00:41:59,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty-Two (Episode 10),,Chrome PC (Cadmium),00:41:59,00:41:59,ZA (South Africa)
Christy,2019-08-29 12:51:06,00:02:59,,Jane The Virgin: Season 2: Chapter Thirty-One (Episode 9),,Chrome PC (Cadmium),00:41:50,00:41:50,ZA (South Africa)
Tania,2019-08-29 08:54:55,00:02:12,Autoplayed: user action: None; ,Falling Inn Love (Trailer),TRAILER,Hisense MTK5657 on UHD platform Smart TV,00:02:12,Not latest view,ZA (South Africa)
Tania,2019-08-29 08:31:56,00:22:56,,Baywatch,,Hisense MTK5657 on UHD platform Smart TV,01:52:46,01:52:46,ZA (South Africa)
Christy,2019-08-28 18:24:26,00:00:07,,Jane the Virgin: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,Not latest view,ZA (South Africa)
Tania,2019-08-28 18:03:17,00:31:07,,Baywatch,,Hisense MTK5657 on UHD platform Smart TV,01:29:51,Not latest view,ZA (South Africa)
Christy,2019-08-28 16:52:56,00:38:53,Autoplayed: user action: Unspecified; ,Jane The Virgin: Season 2: Chapter Thirty-One (Episode 9),,Chrome PC (Cadmium),00:38:53,Not latest view,ZA (South Africa)
Christy,2019-08-28 16:46:26,00:06:28,,Jane The Virgin: Season 2: Chapter Thirty (Episode 8),,Chrome PC (Cadmium),00:42:01,00:42:01,ZA (South Africa)
Christy,2019-08-28 14:03:55,00:35:33,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Thirty (Episode 8),,Chrome PC (Cadmium),00:35:33,Not latest view,ZA (South Africa)
Christy,2019-08-28 13:21:48,00:42:02,,Jane The Virgin: Season 2: Chapter Twenty-Nine (Episode 7),,Chrome PC (Cadmium),00:42:02,00:42:02,ZA (South Africa)
Christy,2019-08-27 19:23:55,00:00:10,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Twenty-Nine (Episode 7),,Chrome PC (Cadmium),00:00:10,Not latest view,ZA (South Africa)
Tania,2019-08-27 19:18:38,00:58:45,Autoplayed: user action: Unspecified; ,Baywatch,,Sony PS4,00:58:45,Not latest view,ZA (South Africa)
Tania,2019-08-27 19:16:45,00:00:08,Autoplayed: user action: None; ,13 Reasons Why: Beyond the Reasons: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:08,Not latest view,ZA (South Africa)
Tania,2019-08-27 19:13:26,00:03:07,Autoplayed: user action: None; ,13 Reasons Why: Beyond the Reasons: Season 3: Beyond the Reasons Season 3 (Episode 1),,Sony PS4,00:03:07,00:03:07,ZA (South Africa)
Christy,2019-08-27 18:41:50,00:42:03,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Twenty-Eight (Episode 6),,Chrome PC (Cadmium),00:42:03,00:42:03,ZA (South Africa)
Tania,2019-08-27 18:04:34,01:08:51,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: Let the Dead Bury the Dead (Episode 13),,Sony PS4,01:09:08,Not latest view,ZA (South Africa)
Christy,2019-08-27 17:46:50,00:42:04,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Twenty-Seven (Episode 5),,Chrome PC (Cadmium),00:42:04,00:42:04,ZA (South Africa)
Christy,2019-08-27 16:57:17,00:41:40,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Twenty-Six (Episode 4),,Chrome PC (Cadmium),00:41:40,00:41:40,ZA (South Africa)
Christy,2019-08-27 16:54:20,00:02:56,,Jane The Virgin: Season 2: Chapter Twenty-Five (Episode 3),,Chrome PC (Cadmium),00:41:57,00:41:57,ZA (South Africa)
Tania,2019-08-27 16:36:39,00:56:20,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: And Then the Hurricane Hit (Episode 12),,Sony PS4,00:56:34,Not latest view,ZA (South Africa)
Tania,2019-08-27 16:15:22,00:21:14,,13 Reasons Why: Season 3: There Are a Few Things I Haven't Told You (Episode 11),,Sony PS4,00:51:24,Not latest view,ZA (South Africa)
Tania,2019-08-27 13:42:57,00:29:58,,13 Reasons Why: Season 3: There Are a Few Things I Haven't Told You (Episode 11),,Sony PS4,00:30:15,Not latest view,ZA (South Africa)
Tania,2019-08-27 12:48:04,00:51:02,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: The World Closing In (Episode 10),,Sony PS4,00:51:17,Not latest view,ZA (South Africa)
Tania,2019-08-27 12:22:44,00:25:18,,13 Reasons Why: Season 3: Always Waiting for the Next Bad News (Episode 9),,Sony PS4,00:52:25,Not latest view,ZA (South Africa)
Tania,2019-08-27 09:19:53,00:26:53,,13 Reasons Why: Season 3: Always Waiting for the Next Bad News (Episode 9),,Sony PS4,00:27:11,Not latest view,ZA (South Africa)
Tania,2019-08-27 08:31:11,00:48:41,Autoplayed: user action: Unspecified; ,"13 Reasons Why: Season 3: In High School, Even on a Good Day, It's Hard to Tell Who's on Your Side (Episode 8)",,Sony PS4,00:48:55,Not latest view,ZA (South Africa)
Tania,2019-08-27 08:31:00,00:00:04,Autoplayed: user action: None; ,Rough Night_hook_primary_16x9,HOOK,Sony PS4,00:00:04,Not latest view,ZA (South Africa)
Tania,2019-08-26 19:41:21,00:20:38,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: There Are a Number of Problems with Clay Jensen (Episode 7),,Sony PS4,00:46:44,Not latest view,ZA (South Africa)
Tania,2019-08-26 19:41:13,00:00:05,Autoplayed: user action: None; ,Dave Chappelle: Sticks & Stones (Trailer),TRAILER,Sony PS4,00:00:05,00:00:05,ZA (South Africa)
Tania,2019-08-26 19:06:12,00:32:05,,13 Reasons Why: Season 3: There Are a Number of Problems with Clay Jensen (Episode 7),,Hisense MTK5657 on UHD platform Smart TV,00:26:08,Not latest view,ZA (South Africa)
Tania,2019-08-26 16:30:39,00:53:57,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: You Can Tell the Heart of a Man by How He Grieves (Episode 6),,Sony PS4,00:54:13,Not latest view,ZA (South Africa)
Christy,2019-08-26 15:42:47,00:40:37,Autoplayed: user action: None; ,Jane The Virgin: Season 2: Chapter Twenty-Five (Episode 3),,Chrome PC (Cadmium),00:39:03,Not latest view,ZA (South Africa)
Christy,2019-08-26 15:33:15,00:09:18,,Jane The Virgin: Season 2: Chapter Twenty-Four (Episode 2),,Chrome PC (Cadmium),00:41:52,00:41:52,ZA (South Africa)
Tania,2019-08-26 15:28:27,00:56:54,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: Nobody's Clean (Episode 5),,Sony PS4,00:57:10,Not latest view,ZA (South Africa)
Tania,2019-08-26 14:32:52,00:55:34,Autoplayed: user action: Unspecified; ,"13 Reasons Why: Season 3: Angry, Young and Man (Episode 4)",,Sony PS4,00:55:48,Not latest view,ZA (South Africa)
Tania,2019-08-26 13:41:13,00:49:09,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: The Good Person Is Indistinguishable from the Bad (Episode 3),,Sony PS4,00:57:32,Not latest view,ZA (South Africa)
Tania,2019-08-26 09:56:58,00:08:03,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: The Good Person Is Indistinguishable from the Bad (Episode 3),,Hisense MTK5657 on UHD platform Smart TV,00:08:24,Not latest view,ZA (South Africa)
Tania,2019-08-26 09:48:37,00:08:14,,"13 Reasons Why: Season 3: If You're Breathing, You're a Liar (Episode 2)",,Hisense MTK5657 on UHD platform Smart TV,00:54:53,Not latest view,ZA (South Africa)
Tania,2019-08-26 09:28:40,00:00:08,Autoplayed: user action: None; ,Money Heist (Trailer),TRAILER,Sony PS4,00:00:08,Not latest view,ZA (South Africa)
Tania,2019-08-26 07:36:22,00:46:38,,"13 Reasons Why: Season 3: If You're Breathing, You're a Liar (Episode 2)",,Sony PS4,00:46:40,Not latest view,ZA (South Africa)
Tania,2019-08-26 04:32:12,00:29:48,Autoplayed: user action: None; ,"13 Reasons Why: Season 3: If You're Breathing, You're a Liar (Episode 2)",,Sony PS4,00:29:52,Not latest view,ZA (South Africa)
Tania,2019-08-26 04:14:45,00:17:24,Autoplayed: user action: Unspecified; ,13 Reasons Why: Season 3: Yeah. I'm the New Girl (Episode 1),,Sony PS4,00:53:40,Not latest view,ZA (South Africa)
Tania,2019-08-26 04:14:37,00:00:04,Autoplayed: user action: None; ,Money Heist (Trailer),TRAILER,Sony PS4,00:00:04,Not latest view,ZA (South Africa)
Tania,2019-08-25 18:47:49,00:36:18,,13 Reasons Why: Season 3: Yeah. I'm the New Girl (Episode 1),,Hisense MTK5657 on UHD platform Smart TV,00:36:18,Not latest view,ZA (South Africa)
Tania,2019-08-25 18:44:44,00:02:57,Autoplayed: user action: None; ,13 Reasons Why: Season 2 (Recap),RECAP,Hisense MTK5657 on UHD platform Smart TV,00:02:57,00:02:57,ZA (South Africa)
Antonio,2019-08-25 17:52:59,00:30:57,Autoplayed: user action: Unspecified; ,Victim Number 8: Season 1: The Easy Way or The Hard Way (Episode 8),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:53:57,00:53:57,ZA (South Africa)
Antonio,2019-08-25 16:55:48,00:56:52,Autoplayed: user action: None; ,"13 Reasons Why: Season 1: Tape 3, Side A (Episode 5)",,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:56:56,Not latest view,ZA (South Africa)
Antonio,2019-08-25 16:00:19,00:55:23,Autoplayed: user action: None; ,"13 Reasons Why: Season 1: Tape 2, Side B (Episode 4)",,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:55:27,00:55:27,ZA (South Africa)
Antonio,2019-08-25 15:14:31,00:45:43,,"13 Reasons Why: Season 1: Tape 2, Side A (Episode 3)",,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:55:23,00:55:23,ZA (South Africa)
Antonio,2019-08-25 12:11:02,00:00:41,Autoplayed: user action: None; ,"13 Reasons Why: Season 1: Tape 2, Side A (Episode 3)",,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:10:19,Not latest view,ZA (South Africa)
Manuel,2019-08-25 12:03:09,00:28:48,,Donald Glover: Weirdo,,Hisense MTK5657 on UHD platform Smart TV,00:28:48,00:28:48,ZA (South Africa)
Antonio,2019-08-25 12:01:07,00:09:38,Autoplayed: user action: None; ,"13 Reasons Why: Season 1: Tape 2, Side A (Episode 3)",,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:09:42,Not latest view,ZA (South Africa)
